,Unnamed: 0,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,model_name
5761,5761,Hyundai,5.1,,2018,Dealer,36717,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power81.86 bhp,Seats5,Grand i10
5762,5762,Maruti,8.95,,2017,Dealer,45000,First Owner,Diesel,Manual,27.39,Engine1248 CC,Max Power74 bhp,Seats5,Baleno Alpha
5763,5763,Honda,6.41,,2017,Dealer,26026,First Owner,Petrol,Manual,18.2,Engine1199 CC,Max Power88.7 bhp,Seats5,Jazz V
5764,5764,Maruti,4.8,,2016,Dealer,65000,First Owner,Diesel,Manual,19.3,Engine1248 CC,Max Power73.9 bhp,Seats5,Swift Dzire
5765,5765,Jaguar,25.0,,2013,Dealer,79000,First Owner,Diesel,Automatic,14.74,Engine2993 CC,Max Power270.9 bhp,Seats5,XF 3.0
5766,5766,Skoda,4.5,New Car (On-Road Price) : Rs.38.22-41.78 Lakh*,2009,Dealer,114447,First Owner,Petrol,Manual,13.14,Engine1798 CC,Max Power160 bhp,Seats5,Superb 1.8
5767,5767,Hyundai,2.62,,2010,Dealer,88290,First Owner,Petrol,Manual,17.92,Engine1086 CC,Max Power62.1 bhp,Seats5,Santro Xing
5768,5768,Toyota,9.8,,2013,Dealer,100000,First Owner,Diesel,Manual,12.99,Engine2494 CC,Max Power100 bhp,Seats7,Innova 2.5
5769,5769,Mahindra,5.4,New Car (On-Road Price) : Rs.15.50-20.09 Lakh*,2011,Dealer,87563,First Owner,Diesel,Manual,12.05,Engine2179 CC,Max Power120 bhp,Seats8,Scorpio VLX
5770,5770,Maruti,3.1,New Car (On-Road Price) : Rs.3.40-4.54 Lakh*,2018,Individual,20000,First Owner,Petrol,Manual,24.7,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
5771,5771,Maruti,3.8,New Car (On-Road Price) : Rs.5.38-7.16 Lakh*,2015,Individual,70000,First Owner,Petrol,Manual,20.51,Engine998 CC,Max Power67.04 bhp,Seats5,Wagon R
5772,5772,Mahindra,4.8,New Car (On-Road Price) : Rs.6.97-8.76 Lakh*,2019,Individual,17000,First Owner,Petrol,Manual,18.15,Engine1198 CC,Max Power82 bhp,Seats6,KUV100 NXT
5773,5773,Maruti,8.3,,2016,Dealer,57417,First Owner,Diesel,Manual,23.65,Engine1248 CC,Max Power88.5 bhp,Seats5,SX4 S
5774,5774,Ford,7.5,New Car (On-Road Price) : Rs.10.14-13.94 Lakh*,2015,Dealer,16000,First Owner,Diesel,Manual,22.7,Engine1498 CC,Max Power89.84 bhp,Seats5,Ecosport 1.5
5775,5775,Nissan,5.65,,2015,Dealer,130000,First Owner,Diesel,Manual,19.01,Engine1461 CC,Max Power108.5 bhp,Seats5,Terrano XV
5776,5776,Hyundai,5.5,,2017,Individual,45000,First Owner,Diesel,Manual,24.0,Engine1186 CC,Max Power73.97 bhp,Seats5,Grand i10
5777,5777,Maruti,6.15,,2016,Individual,60000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
5778,5778,Tata,2.7,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,2011,Individual,120000,First Owner,Diesel,Manual,13.93,Engine2179 CC,Max Power138.03 bhp,Seats7,Safari 2005-2017
5779,5779,Maruti,10.5,,2019,Dealer,3519,First Owner,Diesel,Manual,25.1,Engine1248 CC,Max Power88.5 bhp,Seats5,S-Cross 2017-2020
5780,5780,Hyundai,1.85,,2008,Dealer,82000,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Magna
5781,5781,Chevrolet,3.8,,2011,Individual,100000,First Owner,Diesel,Manual,18.3,Engine1991 CC,Max Power147.9 bhp,Seats5,Cruze LTZ
5782,5782,Ford,5.3,New Car (On-Road Price) : Rs.6.91-8.58 Lakh*,2018,Individual,50000,First Owner,Petrol,Manual,18.16,Engine1196 CC,Max Power86.8 bhp,Seats5,Aspire 1.2
5783,5783,Mahindra,13.0,New Car (On-Road Price) : Rs.16.41-23.07 Lakh*,2017,Individual,43000,First Owner,Diesel,Manual,16.0,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 W10
5784,5784,Ford,6.7,New Car (On-Road Price) : Rs.6.94-9.00 Lakh*,2019,Dealer,5000,First Owner,Petrol,Manual,19.0,Engine1194 CC,Max Power94.68 bhp,Seats5,Freestyle Trend
5785,5785,Maruti,7.8,,2016,Individual,45000,First Owner,Diesel,Manual,28.09,Engine1248 CC,Max Power88.5 bhp,Seats5,Ciaz ZDi
5786,5786,Mahindra,4.5,,2011,Individual,120000,First Owner,Diesel,Manual,13.6,Engine2523 CC,Max Power63 bhp,Seats7,Bolero SLX
5787,5787,Maruti,7.25,,2016,Dealer,66000,First Owner,Diesel,Manual,28.09,Engine1248 CC,Max Power88.5 bhp,Seats5,Ciaz VDi
5788,5788,Hyundai,3.2,New Car (On-Road Price) : Rs.9.34-12.29 Lakh*,2011,Individual,100000,First Owner,Diesel,Manual,23.0,Engine1396 CC,Max Power90 bhp,Seats5,i20 1.4
5789,5789,Volkswagen,5.25,,2016,Dealer,85000,First Owner,Petrol,Manual,17.0,Engine1198 CC,Max Power73.75 bhp,Seats5,Ameo 1.2
5790,5790,Tata,1.2,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,2009,Individual,270000,First Owner,Diesel,Manual,11.57,Engine2179 CC,Max Power138.1 bhp,Seats7,Safari 2005-2017
5791,5791,Hyundai,2.4,New Car (On-Road Price) : Rs.7.01-7.38 Lakh*,2010,Dealer,60000,First Owner,Petrol,Manual,19.81,Engine1086 CC,Max Power68.05 bhp,Seats5,i10 Era
5792,5792,Mahindra,3.72,New Car (On-Road Price) : Rs.15.17-19.68 Lakh*,2012,Individual,120000,First Owner,Diesel,Manual,14.0,Engine2523 CC,Max Power75 bhp,Seats8,Scorpio EX
5793,5793,Maruti,8.25,,2019,Dealer,30000,First Owner,Diesel,Automatic,28.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift AMT
5794,5794,Maruti,1.06,,2009,Individual,60000,First Owner,Petrol,Manual,19.7,Engine796 CC,Max Power46.3 bhp,Seats5,Alto LX
5795,5795,Maruti,2.95,,2008,Dealer,96000,First Owner,Diesel,Manual,17.8,Engine1248 CC,Max Power75 bhp,Seats5,Swift Vdi
5796,5796,Honda,3.65,,2008,Dealer,90000,First Owner,Petrol,Automatic,14.5,Engine1493 CC,Max Power100 bhp,Seats5,City 1.5
5797,5797,Honda,7.0,,2014,Individual,120000,First Owner,Diesel,Manual,24.2,Engine1498 CC,Max Power98.6 bhp,Seats7,Mobilio S
5798,5798,Tata,7.5,,2013,Individual,80000,First Owner,Diesel,Manual,14.0,Engine2179 CC,Max Power138.1 bhp,Seats7,Safari Storme
5799,5799,Volvo,15.5,,2015,Dealer,39000,First Owner,Diesel,Automatic,23.3,Engine1984 CC,Max Power150 bhp,Seats5,V40 Cross
5800,5800,Maruti,6.5,New Car (On-Road Price) : Rs.6.70-10.27 Lakh*,2019,Individual,10000,First Owner,Petrol,Automatic,21.4,Engine1197 CC,Max Power83.1 bhp,Seats5,Baleno Delta
5801,5801,Audi,26.0,,2013,Dealer,65000,First Owner,Petrol,Automatic,10.34,Engine2995 CC,Max Power328.5 bhp,Seats5,S4 3.0
5802,5802,Ford,2.5,New Car (On-Road Price) : Rs.9.20-9.72 Lakh*,2012,Dealer,76000,First Owner,Diesel,Manual,20.0,Engine1399 CC,Max Power68 bhp,Seats5,Figo Diesel
5803,5803,Ford,2.48,,2010,Individual,90000,First Owner,Diesel,Manual,17.8,Engine1399 CC,Max Power68 bhp,Seats5,Fiesta 1.4
5804,5804,Hyundai,0.35,,2002,Individual,60000,First Owner,Petrol,Manual,,Engine999 CC,,Seats5,Santro GLS
5805,5805,Maruti,2.25,,2010,Dealer,73000,First Owner,Petrol,Manual,21.1,Engine1197 CC,Max Power85.80 bhp,Seats5,Ritz ZXI
5806,5806,Hyundai,6.5,,2018,Dealer,38000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.86 bhp,Seats5,i20 Magna
5807,5807,Hyundai,4.75,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,2012,Dealer,79975,First Owner,Diesel,Manual,23.0,Engine1396 CC,Max Power90 bhp,Seats5,i20 1.4
5808,5808,Toyota,5.6,,2016,Dealer,81475,First Owner,Diesel,Manual,23.59,Engine1364 CC,Max Power67.05 bhp,Seats5,Etios GD
5809,5809,Maruti,3.85,New Car (On-Road Price) : Rs.5.30-6.65 Lakh*,2014,Dealer,86000,First Owner,Petrol,Automatic,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
5810,5810,Maruti,7.0,,2018,Dealer,35000,First Owner,Diesel,Manual,27.39,Engine1248 CC,Max Power74 bhp,Seats5,Baleno Delta
5811,5811,Toyota,18.5,New Car (On-Road Price) : Rs.20.01-29.13 Lakh*,2017,Dealer,86032,First Owner,Diesel,Manual,13.68,Engine2393 CC,Max Power147.8 bhp,Seats7,Innova Crysta
5812,5812,Chevrolet,2.2,,2014,Individual,90000,First Owner,Petrol,Manual,18.6,Engine1199 CC,Max Power76.8 bhp,Seats5,Beat LT
5813,5813,Maruti,5.0,New Car (On-Road Price) : Rs.5.36-7.15 Lakh*,2016,Individual,31200,First Owner,Petrol,Automatic,20.51,Engine998 CC,Max Power67 bhp,Seats5,Wagon R
5814,5814,Maruti,2.75,New Car (On-Road Price) : Rs.3.52-4.70 Lakh*,2016,Dealer,60000,First Owner,Petrol,Manual,22.74,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
5815,5815,Maruti,7.0,,2015,Individual,72000,First Owner,Diesel,Manual,24.52,Engine1248 CC,Max Power88.5 bhp,Seats7,Ertiga SHVS
5816,5816,Hyundai,7.85,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,2018,Dealer,26830,First Owner,Diesel,Manual,23.0,Engine1396 CC,Max Power90 bhp,Seats5,i20 Asta
5817,5817,Honda,9.4,,2017,Dealer,50950,First Owner,Petrol,Manual,17.8,Engine1497 CC,Max Power117.3 bhp,Seats5,City i
5818,5818,Chevrolet,2.05,,2012,Dealer,36000,First Owner,Petrol,Manual,16.2,Engine995 CC,Max Power62.1 bhp,Seats5,Spark 1.0
5819,5819,Hyundai,5.3,,2015,Individual,70000,First Owner,Diesel,Manual,24.4,Engine1120 CC,Max Power71.01 bhp,Seats5,Xcent 1.1
5820,5820,Maruti,7.3,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,2018,Individual,50000,First Owner,Petrol,Automatic,21.21,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift Dzire
5821,5821,Mercedes-Benz,12.75,New Car (On-Road Price) : Rs.51.73-64.63 Lakh*,2011,Dealer,72000,First Owner,Diesel,Automatic,15.8,Engine2143 CC,Max Power170 bhp,Seats5,C-Class 250
5822,5822,Hyundai,3.1,,2018,Individual,40000,First Owner,Petrol,Manual,20.3,Engine998 CC,Max Power68.05 bhp,Seats5,EON 1.0
5823,5823,Ford,7.21,New Car (On-Road Price) : Rs.6.95-8.94 Lakh*,2019,Individual,13400,First Owner,Petrol,Manual,19.0,Engine1194 CC,Max Power94.68 bhp,Seats5,Freestyle Titanium
5824,5824,Hyundai,9.5,New Car (On-Road Price) : Rs.12.33-20.82 Lakh*,2017,Dealer,71841,First Owner,Diesel,Manual,21.38,Engine1396 CC,Max Power88.7 bhp,Seats5,Creta 1.4
5825,5825,Honda,7.5,,2019,Dealer,10000,First Owner,Diesel,Manual,27.4,Engine1498 CC,Max Power98.63 bhp,Seats5,Amaze V
5826,5826,Mahindra,4.0,New Car (On-Road Price) : Rs.15.17-19.68 Lakh*,2012,Individual,70000,First Owner,Diesel,Manual,14.0,Engine2523 CC,Max Power75 bhp,Seats8,Scorpio EX
5827,5827,Maruti,4.5,New Car (On-Road Price) : Rs.5.30-6.65 Lakh*,2016,Dealer,54000,First Owner,Petrol,Automatic,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
5828,5828,Maruti,8.25,,2017,Dealer,55000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
5829,5829,Toyota,10.5,,2016,Individual,134000,First Owner,Diesel,Manual,12.99,Engine2494 CC,Max Power100.6 bhp,Seats8,Innova 2.5
5830,5830,Skoda,4.74,,2013,Dealer,57000,First Owner,Diesel,Manual,20.5,Engine1598 CC,Max Power103.5 bhp,Seats5,Rapid 1.6
5831,5831,Maruti,0.7,,1999,Individual,30000,First Owner,Petrol,Manual,14.0,Engine796 CC,Max Power35 bhp,Seats5,Omni 5
5832,5832,Maruti,4.65,,2012,Dealer,80000,First Owner,Diesel,Manual,19.3,Engine1248 CC,Max Power73.9 bhp,Seats5,Swift Dzire
5833,5833,Jaguar,55.0,,2014,Dealer,15000,First Owner,Diesel,Automatic,10.5,Engine2993 CC,Max Power271.23 bhp,Seats4,XJ 3.0L
5834,5834,Jaguar,36.0,,2012,Dealer,50000,First Owner,Diesel,Automatic,12.9,Engine2993 CC,Max Power271.23 bhp,Seats4,XJ 3.0L
5835,5835,Maruti,7.5,New Car (On-Road Price) : Rs.7.30-11.01 Lakh*,2019,Dealer,8700,First Owner,Petrol,Automatic,21.4,Engine1197 CC,Max Power83.1 bhp,Seats5,Baleno Zeta
5836,5836,Volkswagen,5.25,,2015,Dealer,41000,First Owner,Diesel,Manual,20.14,Engine1498 CC,Max Power88 bhp,Seats5,Polo 2015-2019
5837,5837,Volkswagen,3.5,,2016,Individual,35000,First Owner,Petrol,Manual,17.0,Engine1198 CC,Max Power73.75 bhp,Seats5,Ameo 1.2
5838,5838,Ford,4.1,New Car (On-Road Price) : Rs.9.20-9.72 Lakh*,2015,Dealer,66000,First Owner,Diesel,Manual,25.83,Engine1498 CC,Max Power99 bhp,Seats5,Figo 1.5D
5839,5839,Hyundai,7.2,,2016,Dealer,85000,First Owner,Diesel,Automatic,19.08,Engine1582 CC,Max Power126.2 bhp,Seats5,Verna 1.6
5840,5840,Toyota,5.0,,2015,Individual,120000,First Owner,Diesel,Manual,23.59,Engine1364 CC,Max Power67.05 bhp,Seats5,Etios VD
5841,5841,Maruti,4.7,New Car (On-Road Price) : Rs.6.54-9.44 Lakh*,2016,Dealer,67000,First Owner,Petrol,Manual,16.1,Engine1197 CC,Max Power85 bhp,Seats5,Swift VXi
5842,5842,Maruti,6.1,New Car (On-Road Price) : Rs.7.30-11.01 Lakh*,2016,Dealer,49726,First Owner,Petrol,Manual,21.01,Engine1197 CC,Max Power81.80 bhp,Seats5,Baleno Zeta
5843,5843,Hyundai,4.5,New Car (On-Road Price) : Rs.9.42-12.62 Lakh*,2014,Individual,100000,First Owner,Diesel,Manual,22.54,Engine1396 CC,Max Power88.73 bhp,Seats5,i20 Asta
5844,5844,Honda,5.5,,2016,Individual,29000,First Owner,Petrol,Manual,17.3,Engine1497 CC,Max Power117.3 bhp,Seats7,Mobilio S
5845,5845,Tata,2.1,,2010,Individual,110000,First Owner,Diesel,Manual,21.12,Engine1248 CC,Max Power88.8 bhp,Seats5,Manza Aura
5846,5846,Maruti,3.75,,2012,Dealer,113528,First Owner,Diesel,Manual,23.2,Engine1248 CC,Max Power73.94 bhp,Seats5,Ritz VDI
5847,5847,Maruti,5.65,,2017,Dealer,27726,First Owner,Petrol,Automatic,20.89,Engine1197 CC,Max Power81.80 bhp,Seats5,Ignis Zeta
5848,5848,Mahindra,5.4,,2011,Dealer,106000,First Owner,Diesel,Manual,13.6,Engine2523 CC,Max Power63 bhp,Seats7,Bolero SLE
5849,5849,Chevrolet,3.25,,2007,Dealer,118000,First Owner,Diesel,Manual,14.8,Engine2499 CC,Max Power80 bhp,Seats10,Tavera NY
5850,5850,Tata,1.75,,2010,Dealer,76444,First Owner,Diesel,Manual,23.03,Engine1396 CC,Max Power69 bhp,Seats5,Indigo eLX
5851,5851,BMW,33.0,New Car (On-Road Price) : Rs.51.48-58.06 Lakh*,2017,Dealer,50000,First Owner,Diesel,Automatic,19.59,Engine1995 CC,Max Power184 bhp,Seats5,3 Series
5852,5852,Skoda,3.1,,2008,Dealer,48285,First Owner,Diesel,Manual,19.4,Engine1422 CC,Max Power70 bhp,Seats5,Fabia 1.4
5853,5853,Hyundai,6.25,New Car (On-Road Price) : Rs.6.87-7.22 Lakh*,2019,Dealer,11000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
5854,5854,Renault,3.65,,2016,Dealer,46260,First Owner,Petrol,Manual,22.3,Engine799 CC,Max Power53.26 bhp,Seats5,KWID RXT
5855,5855,Honda,10.0,,2016,Individual,50000,First Owner,Diesel,Manual,21.9,Engine1498 CC,Max Power98.6 bhp,Seats7,BRV i-DTEC
5856,5856,Hyundai,3.5,New Car (On-Road Price) : Rs.7.01-7.37 Lakh*,2014,Dealer,57723,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Sportz
5857,5857,Maruti,4.85,,2013,Dealer,83000,First Owner,Diesel,Manual,22.9,Engine1248 CC,Max Power74 bhp,Seats5,Swift VDI
5858,5858,Hyundai,5.0,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,2017,Dealer,35000,First Owner,Diesel,Manual,22.54,Engine1396 CC,Max Power88.73 bhp,Seats5,i20 2015-2017
5859,5859,Maruti,3.25,,2011,Dealer,40000,First Owner,Diesel,Manual,23.2,Engine1248 CC,Max Power73.94 bhp,Seats5,Ritz VDI
5860,5860,Renault,6.75,,2016,Dealer,30000,First Owner,Diesel,Manual,21.04,Engine1461 CC,Max Power83.8 bhp,Seats8,Lodgy 85PS
5861,5861,Hyundai,7.5,New Car (On-Road Price) : Rs.9.74-12.80 Lakh*,2018,Individual,104000,First Owner,Diesel,Manual,22.54,Engine1396 CC,Max Power88.73 bhp,Seats5,i20 1.4
5862,5862,Ford,5.49,New Car (On-Road Price) : Rs.9.60-10.00 Lakh*,2016,Individual,80000,First Owner,Diesel,Manual,25.83,Engine1498 CC,Max Power99 bhp,Seats5,Aspire 1.5
5863,5863,Audi,24.0,,2016,Dealer,30000,First Owner,Diesel,Automatic,18.25,Engine1968 CC,Max Power187.74 bhp,Seats5,A4 35
5864,5864,Maruti,1.25,,2011,Individual,30000,First Owner,Petrol,Manual,16.1,Engine796 CC,Max Power37 bhp,Seats4,800 AC
5865,5865,Mahindra,5.6,New Car (On-Road Price) : Rs.9.26-10.85 Lakh*,2014,Individual,70000,First Owner,Diesel,Manual,15.96,Engine2523 CC,Max Power63 bhp,Seats9,Bolero 2011-2019
5866,5866,Hyundai,3.0,New Car (On-Road Price) : Rs.7.12-7.48 Lakh*,2011,Dealer,50000,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Magna
5867,5867,Hyundai,5.85,New Car (On-Road Price) : Rs.7.98-13.83 Lakh*,2017,Individual,32000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 1.2
5868,5868,Hyundai,7.9,,2018,Dealer,33000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.86 bhp,Seats5,i20 Petrol
5869,5869,Maruti,0.5,,1999,Individual,25016,First Owner,Petrol,Manual,16.1,Engine796 CC,Max Power37 bhp,Seats4,800 Std
5870,5870,Maruti,4.11,New Car (On-Road Price) : Rs.5.39-7.17 Lakh*,2015,Dealer,22000,First Owner,Petrol,Manual,20.51,Engine998 CC,Max Power67.04 bhp,Seats5,Wagon R
5871,5871,Hyundai,1.97,,2007,Individual,70000,First Owner,Petrol,Manual,17.0,Engine1086 CC,,Seats5,Santro Xing
5872,5872,Renault,4.48,New Car (On-Road Price) : Rs.3.68-6.53 Lakh*,2019,Individual,10000,First Owner,Petrol,Automatic,24.04,Engine999 CC,Max Power67 bhp,Seats5,KWID 1.0
5873,5873,Maruti,2.8,,2008,Individual,90000,First Owner,Diesel,Manual,17.8,Engine1248 CC,,Seats5,Swift VDI
5874,5874,Maruti,2.65,,2009,Dealer,55000,First Owner,Diesel,Manual,17.8,Engine1248 CC,,Seats5,Swift VDI
5875,5875,Hyundai,15.75,New Car (On-Road Price) : Rs.12.33-20.82 Lakh*,2019,Dealer,23000,First Owner,Diesel,Manual,19.67,Engine1582 CC,Max Power126.2 bhp,Seats5,Creta 1.6
5876,5876,Volkswagen,5.25,,2013,Dealer,71000,First Owner,Diesel,Manual,20.54,Engine1598 CC,Max Power103.6 bhp,Seats5,Vento Diesel
5877,5877,Toyota,5.6,,2014,Dealer,81500,First Owner,Diesel,Manual,23.59,Engine1364 CC,Max Power67.1 bhp,Seats5,Etios GD
5878,5878,Mahindra,3.9,,2005,Individual,400000,First Owner,Diesel,Manual,,Engine2112 CC,,Seats6,Jeep MM
5879,5879,Tata,2.22,,2014,Individual,30000,First Owner,Diesel,Manual,19.09,Engine1405 CC,Max Power69.01 bhp,Seats5,Indigo LX
5880,5880,Maruti,4.2,New Car (On-Road Price) : Rs.5.48-8.27 Lakh*,2017,Individual,43000,First Owner,Petrol,Manual,20.89,Engine1197 CC,Max Power81.80 bhp,Seats5,Ignis 1.2
5881,5881,Renault,3.53,,2019,Dealer,26500,First Owner,Petrol,Manual,23.01,Engine999 CC,Max Power67 bhp,Seats5,KWID 1.0
5882,5882,Maruti,5.65,,2017,Dealer,22574,First Owner,Petrol,Automatic,20.89,Engine1197 CC,Max Power81.80 bhp,Seats5,Ignis 1.2
5883,5883,Maruti,6.5,,2015,Individual,55000,First Owner,Diesel,Manual,23.65,Engine1248 CC,Max Power88.5 bhp,Seats5,SX4 S
5884,5884,Maruti,2.73,,2012,Dealer,55230,First Owner,Petrol,Manual,23.95,Engine998 CC,Max Power67.05 bhp,Seats5,Alto K10
5885,5885,Maruti,8.5,,2016,Dealer,62000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
5886,5886,Ford,7.9,New Car (On-Road Price) : Rs.9.32-13.20 Lakh*,2019,Dealer,58000,First Owner,Petrol,Manual,17.0,Engine1497 CC,Max Power121.31 bhp,Seats5,Ecosport 2015-2021
5887,5887,Skoda,3.65,,2012,Dealer,95000,First Owner,Diesel,Manual,21.14,Engine1498 CC,Max Power103.52 bhp,Seats5,Rapid 1.5
5888,5888,Hyundai,10.4,New Car (On-Road Price) : Rs.12.29-20.74 Lakh*,2017,Dealer,66000,First Owner,Diesel,Manual,19.67,Engine1582 CC,Max Power126.2 bhp,Seats5,Creta 1.6
5889,5889,Maruti,2.8,New Car (On-Road Price) : Rs.3.65-4.86 Lakh*,2013,Dealer,50418,First Owner,Petrol,Manual,22.74,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
5890,5890,Maruti,6.5,,2017,Dealer,51306,First Owner,Diesel,Manual,23.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
5891,5891,Ford,5.0,New Car (On-Road Price) : Rs.9.20-9.72 Lakh*,2016,Individual,21200,First Owner,Diesel,Manual,25.83,Engine1498 CC,Max Power99 bhp,Seats5,Figo 1.5D
5892,5892,Maruti,8.95,,2018,Dealer,89000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
5893,5893,Hyundai,4.0,,2016,Individual,132000,First Owner,Diesel,Manual,24.4,Engine1120 CC,Max Power71 bhp,Seats5,Xcent 1.1
5894,5894,Renault,8.5,,2017,Dealer,850000,First Owner,Diesel,Manual,19.87,Engine1461 CC,Max Power83.8 bhp,Seats5,Duster 85PS
5895,5895,Hyundai,9.21,New Car (On-Road Price) : Rs.12.11-20.45 Lakh*,2016,Individual,52500,First Owner,Diesel,Manual,21.38,Engine1396 CC,Max Power88.7 bhp,Seats5,Creta 1.4
5896,5896,Nissan,4.2,,2017,Individual,5000,First Owner,Petrol,Manual,19.49,Engine1198 CC,Max Power67.04 bhp,Seats5,Micra Active
5897,5897,Honda,3.65,,2013,Dealer,74000,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio V
5898,5898,Mahindra,11.7,New Car (On-Road Price) : Rs.15.67-23.07 Lakh*,2015,Individual,50000,First Owner,Diesel,Automatic,16.0,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 AT
5899,5899,Ford,2.75,New Car (On-Road Price) : Rs.9.12-9.81 Lakh*,2010,Dealer,67000,First Owner,Diesel,Manual,20.0,Engine1399 CC,Max Power68 bhp,Seats5,Figo Diesel
5900,5900,Maruti,3.0,New Car (On-Road Price) : Rs.3.52-4.70 Lakh*,2017,Dealer,54938,First Owner,Petrol,Manual,24.7,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
5901,5901,Maruti,7.39,,2018,Dealer,14000,First Owner,Diesel,Manual,28.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift ZDI
5902,5902,Hyundai,11.95,New Car (On-Road Price) : Rs.12.61-21.25 Lakh*,2017,Dealer,54000,First Owner,Diesel,Automatic,17.01,Engine1582 CC,Max Power126.2 bhp,Seats5,Creta 1.6
5903,5903,Maruti,9.0,,2017,Dealer,91062,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
5904,5904,Mahindra,4.8,New Car (On-Road Price) : Rs.8.83-10.34 Lakh*,2015,Dealer,72658,First Owner,Diesel,Manual,15.96,Engine2523 CC,Max Power63 bhp,Seats9,Bolero 2011-2019
5905,5905,Nissan,3.25,,2012,Dealer,82000,First Owner,Diesel,Manual,21.64,Engine1461 CC,Max Power84.8 bhp,Seats5,Sunny Diesel
5906,5906,Mahindra,13.2,,2015,Dealer,67067,First Owner,Diesel,Manual,16.0,Engine1997 CC,Max Power140 bhp,Seats7,XUV500 W10
5907,5907,Hyundai,10.0,New Car (On-Road Price) : Rs.12.33-20.82 Lakh*,2015,Dealer,72248,First Owner,Diesel,Manual,19.67,Engine1582 CC,Max Power126.2 bhp,Seats5,Creta 1.6
5908,5908,Toyota,27.5,New Car (On-Road Price) : Rs.20.01-29.13 Lakh*,2020,Dealer,2500,First Owner,Diesel,Automatic,,Engine2393 CC,Max Power148 bhp,Seats7,Innova Crysta
5909,5909,Hyundai,8.8,New Car (On-Road Price) : Rs.12.96-18.26 Lakh*,2017,Dealer,50000,First Owner,Diesel,Automatic,22.32,Engine1582 CC,Max Power126.32 bhp,Seats5,Verna 1.6
5910,5910,Maruti,6.0,New Car (On-Road Price) : Rs.6.88-10.24 Lakh*,2015,Individual,16500,First Owner,Petrol,Manual,20.85,Engine1197 CC,Max Power83.14 bhp,Seats5,Swift Dzire
5911,5911,Honda,4.9,New Car (On-Road Price) : Rs.8.80-11.30 Lakh*,2015,Dealer,40876,First Owner,Petrol,Manual,16.6,Engine1199 CC,Max Power88.51 bhp,Seats5,Jazz V
5912,5912,Tata,3.21,,2015,Individual,110000,First Owner,Diesel,Manual,25.0,Engine1396 CC,Max Power69.01 bhp,Seats5,Indigo eLX
5913,5913,Tata,4.65,,2011,Dealer,94000,First Owner,Diesel,Manual,13.7,Engine2197 CC,Max Power138 bhp,Seats7,Aria Prestige
5914,5914,Mahindra,3.5,,2016,Individual,70000,First Owner,Diesel,Manual,25.32,Engine1198 CC,Max Power77 bhp,Seats6,KUV 100
5915,5915,BMW,39.95,New Car (On-Road Price) : Rs.89.82-1.02 Cr*,2014,Dealer,39000,First Owner,Diesel,Automatic,15.3,Engine2993 CC,Max Power258 bhp,Seats5,X5 xDrive
5916,5916,Toyota,14.67,,2018,Individual,20000,First Owner,Petrol,Manual,14.28,Engine1798 CC,Max Power138.03 bhp,Seats5,Corolla Altis
